VAULT_SUBSCRIPTION_ID,RESOURCE_SUBSCRIPTION_ID,VAULT_NAME,SOURCE_MACHINE_NAME,PRIVATE_IP,SOURCE_OS,TARGET_MACHINE_NAME,TARGET_VM_IP,CONFIGURATION_SERVER,PROCESS_SERVER,TARGET_RESOURCE_GROUP,TARGET_STORAGE_ACCOUNT,TARGET_STORAGE_ACCOUNT_RG,TARGET_VNET,TARGET_VNET_RG,TARGET_SUBNET,REPLICATION_POLICY,ACCOUNT_NAME,TARGET_VM_SIZE,TESTFAILOVER_VNET_NAME,TESTFAILOVER_VNET_RG,VM_LOCATION,DIAGNOSTIC_STORAGE_RG,DIAGNOSTIC_STORAGE
de7365e2-8329-48fc-8273-4ab1574e6b4b,de7365e2-8329-48fc-8273-4ab1574e6b4b,MigrateProject-MigrateVault-kkcaxvel,VM1,10.0.0.8,Windows,Test-VM1-Target,10.1.14.0,ASR-VM,ASR-VM,RG-Migration-Source,satarget1,RG-Migration-Source,VNet-Target,RG-Migration-Source,default,defaultASR-VM-policy,ConfigServer,Standard_DS1_v2 ,VNet-Target,RG-Migration-Source,East US,RG-Migration-Source,satarget1
